Last,First,HOF,From,To,Position,Ht,Wt,Month,Day,Year,Country
Conroy,Al,N,1992,1994,F,68,170,January,17,1966,Canada
Cote,Sylvain,N,1985,2003,D,71,201,January,19,1966,Canada
Ranheim,Paul,N,1989,2003,F,73,210,January,25,1966,USA
Torgaev,Pavel,N,1996,2000,F,73,187,January,25,1966,Russia
Berthiaume,Daniel,N,1987,1994,G,69,155,January,26,1966,Canada
Rohlicek,Jeff,N,1988,1989,F,73,180,January,27,1966,USA
Pivonka,Michal,N,1987,1999,F,74,200,January,28,1966,Czech Republic
Burr,Shawn,N,1985,2000,F,73,205,July,1,1966,Canada
Kekalainen,Jarmo,N,1990,1994,F,73,190,July,3,1966,Finland
Hrkac,Tony,N,1988,2003,F,70,190,July,7,1966,Canada
Capuano,Jack,N,1990,1992,D,74,210,July,7,1966,USA
Pasin,Dave,N,1986,1989,F,73,205,July,8,1966,Canada
Richard,Mike,N,1988,1990,F,70,190,July,9,1966,Canada
Joyce,Bob,N,1988,1993,F,73,195,July,11,1966,Canada
Sabol,Shaun,N,1990,1990,D,75,230,July,13,1966,USA
Lumme,Jyrki,N,1989,2003,D,73,209,July,16,1966,Finland
Tatarinov,Mikhail,N,1991,1994,D,70,195,July,16,1966,Russia
McNeill,Mike,N,1991,1992,F,73,195,July,22,1966,USA
Hynes,Gord,N,1992,1993,D,73,170,July,22,1966,Canada
Mackey,David,N,1988,1994,F,76,205,July,24,1966,Canada
Hoffort,Bruce,N,1990,1991,G,70,185,July,30,1966,Canada
Houda,Doug,N,1986,2003,D,74,208,June,3,1966,Canada
Kypreos,Nick,N,1990,1997,F,73,205,June,4,1966,Canada
Richer,Stephane,N,1985,2002,F,74,215,June,7,1966,Canada
Benning,Brian,N,1985,1995,D,73,195,June,10,1966,Canada
Mellanby,Scott,N,1986,2007,F,73,210,June,11,1966,Canada
Kushner,Dale,N,1990,1992,F,73,195,June,13,1966,Canada
Bodger,Doug,N,1985,2000,D,74,210,June,18,1966,Canada
Volek,David,N,1989,1994,F,73,185,June,18,1966,Czech Republic
Snuggerud,Dave,N,1990,1993,F,73,190,June,20,1966,USA
Armstrong,Bill,N,1991,1991,F,74,195,June,25,1966,Canada
Simard,Martin,N,1991,1993,F,73,215,June,25,1966,Canada
McLean,Kirk,N,1986,2001,G,73,180,June,26,1966,Canada
Germain,Eric,N,1988,1988,D,73,195,June,26,1966,Canada
Halkidis,Bob,N,1986,1996,D,71,205,March,5,1966,Canada
Carkner,Terry,N,1987,1999,D,75,210,March,7,1966,Canada
Baumgartner,Ken,N,1988,1999,F,73,205,March,11,1966,Canada
Bissett,Tom,N,1991,1991,F,73,180,March,13,1966,USA
Wakaluk,Darcy,N,1989,1997,G,71,180,March,14,1966,Canada
Banks,Darren,N,1993,1994,F,74,215,March,18,1966,Canada
Iafrate,Al,N,1985,1998,D,75,235,March,21,1966,USA
Agnew,Jim,N,1987,1993,D,73,190,March,21,1966,Canada
Ewen,Todd,N,1987,1997,F,74,230,March,22,1966,Canada
Reese,Jeff,N,1988,1999,G,69,180,March,24,1966,Canada
Kvartalnov,Dmitri,N,1993,1994,F,71,180,March,25,1966,Russia
Bawa,Robin,N,1990,1994,F,74,214,March,26,1966,Canada
Chychrun,Jeff,N,1987,1994,D,76,215,May,3,1966,Canada
Stevens,John,N,1987,1994,D,73,195,May,4,1966,Canada
Stapleton,Mike,N,1987,2001,F,70,183,May,5,1966,Canada
Morris,Jon,N,1989,1994,F,73,175,May,6,1966,USA
Tinordi,Mark,N,1988,1999,D,76,213,May,9,1966,Canada
Andersson,Mikael,N,1986,2000,F,71,181,May,10,1966,Sweden
Fedotov,Anatoli,N,1993,1994,D,71,178,May,11,1966,Russia
Stienburg,Trevor,N,1986,1989,F,73,200,May,13,1966,Canada
English,John,N,1988,1988,D,74,190,May,13,1966,Canada
Ysebaert,Paul,N,1989,1999,F,73,194,May,15,1966,Canada
Bureau,Marc,N,1990,2000,F,73,203,May,19,1966,Canada
Saunders,David,N,1988,1988,F,73,195,May,20,1966,Canada
Roberts,Gary,N,1987,2009,F,74,215,May,23,1966,Canada
Clifford,Chris,N,1985,1989,G,69,167,May,26,1966,Canada
Sheppard,Ray,N,1988,2000,F,73,195,May,27,1966,Canada
Posa,Victor,N,1986,1986,F,73,195,November,5,1966,Italy
Draper,Tom,N,1989,1996,G,71,185,November,20,1966,Canada
Charbonneau,Jose,N,1988,1995,F,73,195,November,21,1966,Canada
Burakovsky,Robert,N,1994,1994,F,70,185,November,24,1966,Sweden
Bozon,Philippe,N,1992,1995,F,70,185,November,30,1966,France
Olausson,Fredrik,N,1987,2003,D,74,198,October,5,1966,Sweden
Olsen,Darryl,N,1992,1992,D,73,180,October,7,1966,Canada
Hurlbut,Mike,N,1993,2000,D,74,206,October,7,1966,USA
Richard,Jean-Marc,N,1988,1990,D,71,178,October,8,1966,Canada
Molloy,Mitch,N,1990,1990,F,75,212,October,10,1966,Canada
Chambers,Shawn,N,1988,2000,D,74,210,October,11,1966,USA
Richards,Todd,N,1991,1992,D,73,194,October,20,1966,USA
Thomlinson,Dave,N,1990,1995,F,73,215,October,22,1966,Canada
Clark,Wendel,N,1986,2000,F,71,194,October,25,1966,Canada
Lauer,Brad,N,1987,1996,F,73,195,October,27,1966,Canada
Hogue,Benoit,N,1988,2002,F,70,194,October,28,1966,Canada
Hoover,Ron,N,1990,1992,F,73,185,October,28,1966,Canada
Hatcher,Kevin,N,1985,2001,D,75,230,September,9,1966,USA
Nieuwendyk,Joe,N,1987,2007,F,74,205,September,10,1966,Canada
Billington,Craig,N,1986,2003,G,70,170,September,11,1966,Canada
Kravchuk,Igor,N,1992,2003,D,73,218,September,13,1966,Russia
Vukota,Mick,N,1988,1998,F,73,225,September,14,1966,Canada
Chorske,Tom,N,1990,2000,F,73,212,September,18,1966,USA
Richter,Mike,N,1990,2003,G,71,185,September,22,1966,USA
Chapdelaine,Rene,N,1991,1993,D,73,195,September,27,1966,Canada
Poeschek,Rudy,N,1988,2000,F,74,218,September,29,1966,Canada
Thyer,Mario,N,1990,1990,F,71,170,September,29,1966,Canada
Giffin,Lee,N,1987,1988,F,73,188,April,1,1967,Canada
O'Connor,Myles,N,1991,1994,D,71,190,April,2,1967,Canada
Gilchrist,Brent,N,1989,2003,F,71,180,April,3,1967,Canada
Murray,Rob,N,1990,1999,F,73,180,April,4,1967,Canada
Gamble,Troy,N,1987,1992,G,71,195,April,7,1967,Canada
Paek,Jim,N,1991,1995,D,73,195,April,7,1967,Korea
Dufresne,Donald,N,1989,1997,D,73,206,April,10,1967,Canada
Whitmore,Kay,N,1989,2002,G,71,175,April,10,1967,Canada
Sweeney,Tim,N,1991,1998,F,71,185,April,12,1967,USA
Cote,Alain,N,1986,1994,D,73,207,April,14,1967,Canada
Chiasson,Steve,N,1987,1999,D,73,205,April,14,1967,Canada
Finley,Jeff,N,1988,2004,D,74,205,April,14,1967,Canada
Lindberg,Chris,N,1992,1994,F,73,190,April,16,1967,Canada
Johansson,Roger,N,1990,1995,D,73,190,April,17,1967,Sweden
Robinson,Rob,N,1992,1992,D,73,214,April,19,1967,Canada
Joseph,Curtis,N,1990,2009,G,71,193,April,29,1967,Canada
Vincelette,Dan,N,1988,1992,F,74,202,August,1,1967,Canada
Raglan,Herb,N,1986,1994,F,73,205,August,5,1967,Canada
Byce,John,N,1991,1992,F,73,180,August,9,1967,USA
Dalgarno,Brad,N,1986,1996,F,75,215,August,11,1967,Canada
Brochu,Stephane,N,1989,1989,D,73,185,August,15,1967,Canada
Wilkinson,Neil,N,1990,1999,D,75,194,August,15,1967,Canada
Emerson,Nelson,N,1991,2002,F,71,180,August,17,1967,Canada
Middendorf,Max,N,1987,1991,F,76,210,August,18,1967,USA
Dopson,Rob,N,1994,1994,G,73,200,August,21,1967,Canada
Priestlay,Ken,N,1987,1992,F,70,190,August,24,1967,Canada
Williams,David,N,1992,1995,D,74,195,August,25,1967,USA
VanAllen,Shaun,N,1991,2004,F,73,205,August,29,1967,Canada
Larose,Guy,N,1989,1994,F,69,180,August,31,1967,Canada
MacEachern,Shane,N,1988,1988,F,71,180,December,14,1967,Canada
Nieckar,Barry,N,1993,1998,F,75,205,December,16,1967,Canada
Damphousse,Vincent,N,1987,2004,F,73,200,December,17,1967,Canada
Corkum,Bob,N,1990,2002,F,74,225,December,18,1967,USA
Woodley,Dan,N,1988,1988,F,71,185,December,29,1967,USA
Gibson,Don,N,1991,1991,D,73,210,December,29,1967,Canada
Latal,Jiri,N,1990,1992,D,73,190,February,2,1967,Czech Republic
Irbe,Arturs,N,1992,2004,G,68,190,February,2,1967,Latvia
Horacek,Tony,N,1990,1995,F,76,210,February,3,1967,Canada
Marcinyshyn,Dave,N,1991,1993,D,75,210,February,4,1967,Canada
Hudson,Mike,N,1989,1997,F,73,205,February,6,1967,Canada
Hartman,Mike,N,1987,1995,F,73,190,February,7,1967,USA
Corriveau,Yvon,N,1986,1994,F,73,195,February,8,1967,Canada
Eisenhut,Neil,N,1994,1995,F,73,190,February,9,1967,Canada
King,Derek,N,1987,2000,F,73,203,February,11,1967,Canada
Nemeth,Steve,N,1988,1988,F,68,170,February,11,1967,Canada
Johansson,Calle,N,1988,2004,D,71,203,February,14,1967,Sweden
MacWilliam,Mike,N,1996,1996,F,76,230,February,14,1967,Canada
Simpson,Craig,N,1986,1995,F,74,195,February,15,1967,Canada
Shuchuk,Gary,N,1991,1996,F,71,190,February,17,1967,Canada
Mulvenna,Glenn,N,1992,1993,F,71,187,February,18,1967,Canada
Kron,Robert,N,1991,2002,F,71,185,February,27,1967,Czech Republic
Eakins,Dallas,N,1993,2002,D,74,195,February,27,1967,USA
Latta,David,N,1986,1991,F,73,190,January,3,1967,Canada
Major,Bruce,N,1991,1991,F,75,180,January,3,1967,Canada
Metcalfe,Scott,N,1988,1990,F,73,195,January,6,1967,Canada
Hebert,Guy,N,1992,2001,G,71,186,January,7,1967,USA
McLlwain,Dave,N,1988,1997,F,73,185,January,9,1967,Canada
Huscroft,Jamie,N,1989,2000,D,75,210,January,9,1967,Canada
Cole,Danton,N,1990,1996,F,71,185,January,10,1967,USA
Serowik,Jeff,N,1991,1999,D,73,210,January,10,1967,USA
Stern,Ron,N,1988,2000,F,73,200,January,11,1967,Canada
Dahlen,Ulf,N,1988,2003,F,74,199,January,12,1967,Sweden
Brunetta,Mario,N,1988,1990,G,75,180,January,25,1967,Canada
McKay,Randy,N,1989,2003,F,74,210,January,25,1967,Canada
Dallman,Rod,N,1988,1992,F,71,185,January,26,1967,Canada
Manson,Dave,N,1987,2002,D,74,200,January,27,1967,Canada
Desjardins,Martin,N,1990,1990,F,73,180,January,28,1967,Canada
Burke,Sean,N,1988,2007,G,76,211,January,29,1967,Canada
Potvin,Marc,N,1991,1996,F,73,200,January,29,1967,Canada
Dundas,Rocky,N,1990,1990,F,73,195,January,30,1967,Canada
Eastwood,Mike,N,1992,2004,F,75,216,July,1,1967,Canada
Ennis,Jim,N,1988,1988,D,73,200,July,10,1967,Canada
Reynolds,Bobby,N,1990,1990,F,71,175,July,14,1967,USA
Herbers,Ian,N,1994,2000,D,76,225,July,18,1967,Canada
Bennett,Rick,N,1990,1992,F,76,215,July,24,1967,USA
Maneluk,George,N,1991,1991,G,71,185,July,25,1967,Canada
Wolanin,Craig,N,1986,1998,D,76,215,July,27,1967,USA
Sharples,Jeff,N,1987,1989,D,73,195,July,28,1967,Canada
Stewart,Ryan,N,1986,1986,F,73,175,June,1,1967,Canada
Baron,Murray,N,1990,2004,D,75,215,June,1,1967,Canada
Berger,Mike,N,1988,1989,D,73,195,June,2,1967,Canada
Littman,David,N,1991,1993,G,73,183,June,13,1967,USA
Karjalainen,Kyosti,N,1992,1992,F,74,190,June,19,1967,Sweden
Jablonski,Pat,N,1990,1998,G,73,180,June,20,1967,USA
Stanton,Paul,N,1991,1995,D,73,195,June,22,1967,USA
Huard,Bill,N,1993,2000,F,73,215,June,24,1967,Canada
King,Scott,N,1991,1992,G,73,185,June,25,1967,Canada
Lefebvre,Patrice,N,1999,1999,F,66,160,June,28,1967,Canada
Roy,Stephane,N,1988,1988,F,73,190,June,29,1967,Canada
DelGuidice,Matt,N,1991,1992,G,69,170,March,5,1967,USA
Fedyk,Brent,N,1988,1999,F,73,194,March,8,1967,Canada
Houlder,Bill,N,1988,2003,D,74,217,March,11,1967,Canada
Bautin,Sergei,N,1993,1996,D,75,200,March,11,1967,Belarus
Kerch,Alexander,N,1994,1994,F,70,190,March,16,1967,Russia
Duncanson,Craig,N,1986,1993,F,73,190,March,17,1967,Canada
Luongo,Chris,N,1991,1996,D,70,206,March,17,1967,USA
Konstantinov,Vladimir,N,1992,1997,D,71,190,March,19,1967,Russia
Ware,Michael,N,1989,1990,F,77,216,March,22,1967,Canada
Murphy,Gord,N,1989,2002,D,74,195,March,23,1967,Canada
Parks,Greg,N,1991,1993,F,69,180,March,25,1967,Canada
Gotaas,Steve,N,1988,1991,F,70,180,May,10,1967,Canada
Breault,Francois,N,1991,1993,F,71,185,May,11,1967,Canada
Armstrong,Tim,N,1989,1989,F,71,170,May,12,1967,Canada
Rychel,Warren,N,1989,1999,F,73,205,May,12,1967,Canada
Shank,Daniel,N,1990,1992,F,70,190,May,12,1967,Canada
Cristofoli,Ed,N,1990,1990,F,74,205,May,14,1967,Canada
Beers,Bob,N,1990,1997,D,74,200,May,20,1967,USA
Mayer,Derek,N,1994,1994,D,73,200,May,21,1967,Canada
Davydov,Evgeny,N,1992,1995,F,73,200,May,27,1967,Russia
Keane,Mike,N,1989,2004,F,70,185,May,29,1967,Canada
McKichan,Steve,N,1991,1991,G,71,180,May,29,1967,Canada
O'Neill,Mike,N,1992,1997,G,67,155,November,3,1967,Canada
Cowie,Rob,N,1995,1996,D,73,195,November,3,1967,Canada
Pitlick,Lance,N,1995,2002,D,73,205,November,5,1967,USA
Hostak,Martin,N,1991,1992,F,75,198,November,11,1967,Czech Republic
Lemieux,Jocelyn,N,1987,1998,F,71,220,November,18,1967,Canada
Lavoie,Dominic,N,1989,1994,D,74,205,November,21,1967,Canada
Glynn,Brian,N,1988,1997,D,76,218,November,23,1967,Germany
Stauber,Robb,N,1990,1995,G,71,180,November,25,1967,USA
Valk,Garry,N,1991,2003,F,73,200,November,27,1967,Canada
Shudra,Ron,N,1988,1988,D,74,192,November,28,1967,Canada
Young,Scott,N,1988,2006,F,73,200,October,1,1967,USA
McLellan,Todd,N,1988,1988,F,71,185,October,3,1967,Canada
Vermette,Mark,N,1989,1992,F,73,203,October,3,1967,Canada
Larocque,Denis,N,1988,1988,D,73,195,October,5,1967,Canada
Beraldo,Paul,N,1988,1989,F,71,175,October,5,1967,Canada
Vaske,Dennis,N,1991,1999,D,74,210,October,11,1967,USA
Lefebvre,Sylvain,N,1990,2003,D,74,205,October,14,1967,Canada
Murphy,Joe,N,1987,2001,F,73,190,October,16,1967,Canada
Fleming,Gerry,N,1994,1995,F,77,253,October,16,1967,Canada
Berg,Bill,N,1989,1999,F,73,205,October,21,1967,Canada
Tugnutt,Ron,N,1988,2004,G,71,160,October,22,1967,Canada
Chase,Kelly,N,1990,2000,F,71,201,October,25,1967,Canada
Aitken,Brad,N,1988,1991,F,74,200,October,30,1967,Canada
Elynuik,Pat,N,1988,1996,F,73,185,October,30,1967,Canada
Gagnon,Dave,N,1991,1991,G,73,185,October,31,1967,Canada
Kaese,Trent,N,1989,1989,F,71,225,September,9,1967,Canada
Seabrooke,Glen,N,1987,1989,F,73,190,September,11,1967,Canada
Issel,Kim,N,1989,1989,F,76,196,September,25,1967,Canada
Janney,Craig,N,1988,1999,F,73,190,September,26,1967,USA
Ojanen,Janne,N,1989,1993,F,74,200,April,9,1968,Finland
Brown,Rob,N,1988,2000,F,70,177,April,10,1968,Canada
Graves,Adam,N,1988,2003,F,73,205,April,12,1968,Canada
Guerard,Stephane,N,1988,1990,D,74,198,April,12,1968,Canada
Brady,Neil,N,1990,1994,F,74,200,April,12,1968,Canada
Endean,Craig,N,1987,1987,F,71,170,April,13,1968,Canada
Loach,Lonnie,N,1993,1994,F,70,181,April,14,1968,Canada
Chibirev,Igor,N,1994,1995,F,73,180,April,19,1968,Ukraine
Zalapski,Zarley,N,1988,2000,D,73,215,April,22,1968,Canada
McRae,Ken,N,1988,1994,F,73,195,April,23,1968,Canada
Couturier,Sylvain,N,1989,1992,F,74,205,April,23,1968,Canada
Pilon,Rich,N,1989,2002,D,74,220,April,30,1968,Canada
Vitolinsh,Harijs,N,1994,1994,F,75,212,April,30,1968,Latvia
Babcock,Bobby,N,1991,1993,D,73,222,August,3,1968,Canada
Colman,Michael,N,1992,1992,D,75,225,August,4,1968,USA
Hawgood,Greg,N,1988,2002,D,70,190,August,10,1968,Canada
Andrievski,Alexander,N,1993,1993,F,77,211,August,10,1968,Belarus
Casselman,Mike,N,1996,1996,F,71,190,August,23,1968,Canada
Brunet,Benoit,N,1989,2002,F,73,203,August,24,1968,Canada
Doyon,Mario,N,1989,1991,D,73,174,August,27,1968,Canada
Fitzgerald,Tom,N,1989,2006,F,73,190,August,28,1968,USA
Malakhov,Vladimir,N,1993,2006,D,76,230,August,30,1968,Russia
Dopita,Jiri,N,2002,2003,F,76,210,December,2,1968,Czech Republic
Rymsha,Andy,N,1992,1992,D,75,210,December,10,1968,Canada
Fiorentino,Peter,N,1992,1992,D,73,205,December,22,1968,Canada
Dowd,Jim,N,1992,2008,F,73,180,December,25,1968,USA
Dahl,Kevin,N,1993,2001,D,71,190,December,30,1968,Canada
Recchi,Mark,N,1989,2009,F,70,195,February,1,1968,Canada
Carnback,Patrik,N,1993,1996,F,73,187,February,1,1968,Sweden
Routhier,Jean-Marc,N,1990,1990,F,74,190,February,2,1968,Canada
Courtenay,Ed,N,1992,1993,F,76,215,February,2,1968,Canada
Kucera,Frantisek,N,1991,2002,D,74,205,February,3,1968,Czech Republic
Anderson,Shawn,N,1987,1995,D,73,200,February,7,1968,Canada
Tancill,Chris,N,1991,1998,F,70,185,February,7,1968,USA
Bondra,Peter,N,1991,2007,F,73,200,February,7,1968,Ukraine
Williams,Darryl,N,1993,1993,F,71,185,February,9,1968,Canada
Chapman,Brian,N,1991,1991,D,73,195,February,10,1968,Canada
Popovic,Peter,N,1994,2001,D,78,243,February,10,1968,Sweden
Chabot,Frederic,N,1991,1999,G,71,187,February,12,1968,Canada
Purves,John,N,1991,1991,F,73,201,February,12,1968,Canada
Winnes,Chris,N,1992,1994,F,73,201,February,12,1968,USA
Sanipass,Everett,N,1987,1991,F,74,204,February,13,1968,Canada
Cheveldae,Tim,N,1989,1997,G,70,195,February,15,1968,Canada
DiMaio,Rob,N,1989,2006,F,70,190,February,19,1968,Canada
Madeley,Darrin,N,1993,1995,G,71,170,February,25,1968,Canada
Rohlin,Leif,N,1996,1997,D,73,198,February,26,1968,Sweden
Morton,Dean,N,1990,1990,D,73,196,February,27,1968,Canada
Sullivan,Mike,N,1992,2002,F,74,204,February,27,1968,USA
Greenlaw,Jeff,N,1987,1994,F,73,230,February,28,1968,Canada
Lebeau,Stephan,N,1989,1995,F,70,173,February,28,1968,Canada
Young,C.J.,N,1993,1993,F,70,180,January,1,1968,USA
Huffman,Kerry,N,1987,1996,D,74,200,January,3,1968,Canada
Laforge,Marc,N,1990,1994,F,74,210,January,3,1968,Canada
Juneau,Joe,N,1992,2004,F,73,195,January,5,1968,Canada
Drulia,Stan,N,1993,2001,F,71,190,January,5,1968,USA
Rosati,Mike,N,1999,1999,G,70,170,January,7,1968,Canada
Lessard,Rick,N,1989,1992,D,74,206,January,9,1968,Canada
Beauregard,Stephane,N,1990,1994,G,71,190,January,10,1968,Canada
Flaherty,Wade,N,1992,2003,G,73,171,January,11,1968,Canada
Pederson,Mark,N,1990,1994,F,74,196,January,14,1968,Canada
Williams,Sean,N,1992,1992,F,73,182,January,28,1968,Canada
Bloemberg,Jeff,N,1989,1992,D,74,205,January,31,1968,Canada
Numminen,Teppo,N,1989,2009,D,74,198,July,3,1968,Finland
Karamnov,Vitali,N,1993,1995,F,74,185,July,6,1968,Russia
Featherstone,Glen,N,1989,1997,D,76,209,July,8,1968,Canada
Freer,Mark,N,1987,1994,F,70,180,July,14,1968,Canada
Carson,Jimmy,N,1987,1996,F,73,200,July,20,1968,USA
Odelein,Lyle,N,1990,2006,D,73,210,July,21,1968,Canada
Schlegel,Brad,N,1992,1994,D,70,188,July,22,1968,Canada
Osiecki,Mark,N,1992,1993,D,74,200,July,23,1968,USA
Capuano,Dave,N,1990,1994,F,74,190,July,27,1968,USA
Hackett,Jeff,N,1989,2004,G,73,198,June,1,1968,Canada
Esau,Len,N,1992,1995,D,75,190,June,3,1968,Canada
Guay,Francois,N,1990,1990,F,73,190,June,8,1968,Canada
Ray,Rob,N,1990,2004,F,73,217,June,8,1968,Canada
Kolstad,Dean,N,1989,1993,D,78,220,June,16,1968,Canada
Shannon,Darryl,N,1989,2001,D,74,208,June,21,1968,Canada
Haas,David,N,1991,1994,F,74,200,June,23,1968,Canada
Daniels,Jeff,N,1991,2003,F,73,200,June,24,1968,Canada
Fleury,Theoren,N,1989,2003,F,66,182,June,29,1968,Canada
Sharples,Warren,N,1992,1992,G,73,180,March,1,1968,Canada
Leetch,Brian,Y,1988,2006,D,73,185,March,3,1968,USA
Podein,Shjon,N,1993,2003,F,74,200,March,5,1968,USA
Brown,Greg,N,1991,1995,D,73,185,March,7,1968,USA
Zettler,Rob,N,1989,2002,D,75,200,March,8,1968,Canada
Larter,Tyler,N,1990,1990,F,70,185,March,12,1968,Canada
Currie,Dan,N,1991,1994,F,74,195,March,15,1968,Canada
Lazaro,Jeff,N,1991,1993,F,70,180,March,21,1968,USA
Garpenlov,Johan,N,1991,2000,F,73,185,March,21,1968,Sweden
Ronan,Ed,N,1992,1997,F,73,197,March,21,1968,USA
Tomlinson,Kirk,N,1988,1988,F,70,175,May,2,1968,Canada
Turcotte,Darren,N,1989,2000,F,73,182,May,2,1968,USA
Crowder,Troy,N,1990,1997,F,76,220,May,3,1968,Canada
Todd,Kevin,N,1989,1998,F,70,180,May,4,1968,Canada
Skarda,Randy,N,1990,1992,D,73,205,May,5,1968,USA
Twist,Tony,N,1990,1999,F,73,220,May,9,1968,Canada
Djoos,Per,N,1991,1993,D,71,176,May,11,1968,Sweden
Day,Joe,N,1992,1994,F,71,180,May,11,1968,USA
Seftel,Steve,N,1991,1991,F,75,200,May,14,1968,Canada
Ahola,Peter,N,1992,1994,D,75,205,May,14,1968,Finland
Hervey,Matt,N,1989,1993,D,71,205,May,16,1968,USA
Janssens,Mark,N,1988,2001,F,75,212,May,19,1968,Canada
Keczmer,Dan,N,1991,2000,D,73,190,May,25,1968,USA
Turner,Brad,N,1992,1992,D,74,205,May,25,1968,Canada
Hrivnak,Jim,N,1990,1994,G,74,195,May,28,1968,Canada
Scremin,Claudio,N,1992,1993,D,74,205,May,28,1968,Canada
Jones,Keith,N,1993,2001,F,74,200,November,8,1968,Canada
Fitzpatrick,Mark,N,1989,2000,G,74,195,November,13,1968,Canada
Sekeras,Lubomir,N,2001,2004,D,73,183,November,18,1968,Czech Republic
Kimble,Darin,N,1989,1995,F,74,210,November,22,1968,Canada
Forslund,Tomas,N,1992,1993,F,71,200,November,24,1968,Sweden
Heaphy,Shawn,N,1993,1993,F,68,180,November,27,1968,Canada
Wesley,Glen,N,1988,2008,D,73,207,October,2,1968,Canada
Gaetz,Link,N,1989,1992,D,75,215,October,2,1968,Canada
Marois,Daniel,N,1989,1996,F,73,190,October,3,1968,Canada
Harkins,Todd,N,1992,1994,F,75,210,October,8,1968,USA
Lapointe,Claude,N,1991,2004,F,69,188,October,11,1968,Canada
Bergeron,Jean-Claude,N,1991,1997,G,74,192,October,14,1968,Canada
Quintal,Stephane,N,1989,2004,D,75,231,October,22,1968,Canada
Yake,Terry,N,1989,2001,F,71,190,October,22,1968,Canada
Chynoweth,Dean,N,1989,1998,D,73,191,October,30,1968,Canada
Conn,Rob,N,1992,1996,F,74,200,September,3,1968,Canada
Babe,Warren,N,1988,1991,F,74,190,September,7,1968,Canada
Petrenko,Sergei,N,1994,1994,F,73,176,September,10,1968,Russia
Shafranov,Konstantin,N,1997,1997,F,71,176,September,11,1968,Kazakhstan
Byram,Shawn,N,1991,1992,F,74,204,September,12,1968,Canada
Greenlay,Mike,N,1990,1990,G,75,200,September,15,1968,Brazil
Otevrel,Jaroslav,N,1993,1994,F,75,215,September,16,1968,Czech Republic
Zelepukin,Valeri,N,1992,2001,F,73,200,September,17,1968,Russia
Glennon,Matt,N,1992,1992,F,73,185,September,20,1968,USA
Ward,Dixon,N,1993,2003,F,73,200,September,23,1968,Canada
Dean,Kevin,N,1995,2001,D,75,210,April,1,1969,USA
Osborne,Keith,N,1990,1993,F,73,180,April,2,1969,Canada
Kruppke,Gord,N,1991,1994,D,73,215,April,2,1969,Canada
Harding,Jeff,N,1989,1990,F,75,220,April,6,1969,Canada
Murphy,Rob,N,1988,1994,F,75,205,April,7,1969,Canada
Vial,Dennis,N,1991,1998,D,73,220,April,10,1969,Canada
VonStefenelli,Phil,N,1996,1997,D,73,200,April,10,1969,Canada
Archibald,Dave,N,1988,1997,F,73,210,April,14,1969,Canada
Waite,Jimmy,N,1989,1999,G,73,180,April,15,1969,Canada
Tsyplakov,Vladimir,N,1996,2001,F,73,197,April,18,1969,Russia
Atcheynum,Blair,N,1993,2001,F,74,198,April,20,1969,Canada
Sullivan,Brian,N,1993,1993,F,76,195,April,23,1969,USA
Ing,Peter,N,1990,1994,G,74,170,April,28,1969,Canada
Donato,Ted,N,1992,2004,F,70,180,April,28,1969,USA
McIntyre,John,N,1990,1995,F,73,190,April,29,1969,Canada
Fraser,Iain,N,1993,1997,F,70,175,August,10,1969,Canada
Black,James,N,1990,2001,F,73,202,August,15,1969,Canada
Murray,Pat,N,1991,1992,F,74,185,August,20,1969,Canada
Persson,Ricard,N,1996,2002,D,73,201,August,24,1969,Sweden
Leach,Jamie,N,1990,1994,F,73,205,August,25,1969,Canada
Turgeon,Pierre,N,1988,2007,F,73,199,August,28,1969,Canada
Trefilov,Andrei,N,1993,1999,G,73,190,August,31,1969,Russia
Shannon,Darrin,N,1989,1998,F,74,210,December,8,1969,Canada
Blake,Rob,N,1990,2009,D,76,225,December,10,1969,Canada
Lorenz,Danny,N,1991,1993,G,70,187,December,12,1969,Canada
Fedorov,Sergei,N,1991,2009,F,74,207,December,13,1969,Russia
Pearson,Scott,N,1989,2000,F,73,205,December,19,1969,Canada
Labelle,Marc,N,1997,1997,F,73,215,December,20,1969,Canada
